식당(ID),식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,음식점소개내용,식당상태
960055,골목안베아투스,전라북도 전주시 완산구 삼천천변3길 44-28,전라북도 전주시 완산구 삼천동1가 451-2,35.7973169,127.1135837,063-222-0206,,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""골목안베아투스""를 추천합니다!",신규
960080,아주정푸드,전라북도 전주시 완산구 송정2길 19-6,전라북도 전주시 완산구 삼천동1가 594-3,35.7994508,127.1178691,,,일반음식점,"""아주정푸드""는 전라북도 전주시에 있습니다.",신규
960083,오월제과,전라북도 전주시 완산구 안행2길 4,전라북도 전주시 완산구 삼천동1가 741-9,35.8006998,127.1303521,,,휴게음식점,"""오월제과""는 전라북도 전주시에 있습니다. 주차공간이 있는 매장입니다.",신규
960086,자담치킨 전주중화산점,전라북도 전주시 완산구 한두평3길 14-5,전라북도 전주시 완산구 중화산동2가 662-8,35.8143136,127.1246578,062-227-5872,,일반음식점,"전라북도 전주시에 가신다면 ""자담치킨(전주중화산점)""에 방문해보세요~ 무선 인터넷이 있는 매장입니다.",신규
960089,최사또생선구이,전라북도 전주시 완산구 춘향로 5100,전라북도 전주시 완산구 색장동 419,35.7994613,127.1792606,063-902-9299,,일반음식점,"전라북도 전주시에 가신다면 ""최사또생선구이""에 방문해보세요~",신규
961756,어나더데이,전라북도 전주시 완산구 서신천변4길 1,전라북도 전주시 완산구 서신동 840-15,35.8279609,127.1143326,,,휴게음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""어나더데이""를 추천합니다!",신규
947384,대패가1900 전북대점,전라북도 전주시 덕진구 권삼득로 190,전라북도 전주시 덕진구 금암동 523-131,35.8356856,127.1369518,,,일반음식점,"""대패가1900(전북대점)""은 전라북도 전주시에 있습니다.",신규
888667,광진식당,,전라북도 전주시 완산구 색장동 192-2  187-1,35.7998965,127.1913737,,,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""광진식당""에 가보시는 건 어떨까요?",신규
946916,땡팔이네,전라북도 전주시 완산구 전라감영2길 28-26,전라북도 전주시 완산구 중앙동1가 53-1,35.8159357,127.142411,,,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""땡팔이네""를 추천합니다!",신규
881544,광한루 추어탕 2호점,전라북도 전주시 덕진구 가리내6길 10-4,전라북도 전주시 덕진구 덕진동2가 665-11,35.845242,127.1107167,063-277-2999,,일반음식점,"""광한루 추어탕(2호점)""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 배달 가능한 매장입니다.",신규
881281,전설낚곱새 송천점,전라북도 전주시 덕진구 송천1길 19,전라북도 전주시 덕진구 송천동1가 403-1,35.8571571,127.1187812,,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""전설낚곱새(송천점)""를 추천합니다.",신규
880951,마이야르,전라북도 전주시 덕진구 정언신로 75,전라북도 전주시 덕진구 인후동1가 843-7,35.8308198,127.1621063,063-244-3354,,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""마이야르""에 가보시는 건 어떨까요?",신규
880902,대파향육개장,전라북도 전주시 덕진구 만성남4길 3,전라북도 전주시 덕진구 만성동 1272-5,35.8406226,127.0715866,063-714-3310,,일반음식점,"""대파향육개장""은 전라북도 전주시에 있습니다.",신규
880899,깨순이김밥 효자안행로점,전라북도 전주시 완산구 안행로 55,전라북도 전주시 완산구 효자동1가 687-3,35.8019601,127.1338854,063-236-7002,,일반음식점,"""깨순이김밥(효자안행로점)""은 전라북도 전주시에 있습니다. 배달 가능한 매장입니다.",신규
880894,강투포차,전라북도 전주시 완산구 홍산중앙로 18,전라북도 전주시 완산구 효자동3가 1541-9,35.8151547,127.1093237,063-229-9111,,일반음식점,"""강투포차""를 전라북도 전주시의 가 볼 만한 식당으로 추천합니다!",신규
880862,매봉커피,전라북도 전주시 덕진구 매봉14길 18,전라북도 전주시 덕진구 금암동 1563-18,35.8389807,127.1401738,,,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""매봉커피""를 추천합니다. 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 무선 인터넷이 있는 매장입니다.",신규
880849,치킨매니아 인후점,전라북도 전주시 덕진구 동가재미3길 8,전라북도 전주시 덕진구 인후동1가 836-9,35.8334182,127.1614145,063-247-6363,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""치킨매니아(인후점)""를 추천합니다.",신규
880197,뿔난아지매아구찜전문점,전라북도 전주시 완산구 전룡로 14-1,전라북도 전주시 완산구 서신동 854-2,35.8260165,127.1147173,,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""뿔난아지매아구찜전문점""을 추천합니다!",신규
880161,전주승화원식당및매점,전라북도 전주시 완산구 콩쥐팥쥐로 1705-138,전라북도 전주시 완산구 효자동3가 산170-1,35.8243987,127.0889933,,,휴게음식점,"전라북도 전주시에서 식당을 찾으신다면? ""전주승화원식당및매점""을 방문해보세요!",신규
879708,카페프로포즈,전라북도 전주시 덕진구 견훤로 350,전라북도 전주시 덕진구 우아동3가 755-7,35.8425706,127.1546128,,,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""카페프로포즈""에 가보시는 건 어떨까요? 남녀 화장실이 구분되어 있는 매장입니다. 무선 인터넷이 있는 매장입니다.",신규
879691,연그린,전라북도 전주시 완산구 문학로 7,전라북도 전주시 완산구 효자동3가 1606-8,35.8257193,127.1017285,,,휴게음식점,"""연그린""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간이 있는 매장입니다.",신규
879644,향원,전라북도 전주시 완산구 효자로 283,전라북도 전주시 완산구 중화산동2가 769-1,35.8192914,127.1163754,063-252-3003,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""향원""을 방문해보세요! 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다.",신규
879606,덮앤더머 서신점,전라북도 전주시 완산구 서신천변8길 11,전라북도 전주시 완산구 서신동 829-9,35.8286684,127.1153089,070-5143-0307,,일반음식점,"전라북도 전주시에 가신다면 ""덮앤더머(서신점)""에 방문해보세요~ 배달 가능한 매장입니다. 주차공간, 무선 인터넷이 있는 매장입니다.",신규
879562,고모네주방,전라북도 전주시 완산구 평화14길 28-12,전라북도 전주시 완산구 평화동1가 696,35.7934061,127.134227,,,일반음식점,"""고모네주방""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다!",신규
879460,이디야커피 전주휴먼시아점,전라북도 전주시 완산구 봉곡로 29,전라북도 전주시 완산구 효자동3가 1738-1,35.8119657,127.0971992,063-228-1800,,휴게음식점,"전라북도 전주시에서 식당을 찾으신다면? ""이디야커피(전주휴먼시아점)""를 방문해보세요! 배달 가능한 매장입니다.",신규
879360,헉스 216 본점,전라북도 전주시 완산구 서신천변2길 11-5,전라북도 전주시 완산구 서신동 849-7,35.8270689,127.1153012,063-255-0216,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""헉스 216(본점)""을 추천합니다. 배달 가능한 매장입니다. 무선 인터넷이 있는 매장입니다.",신규
879250,피자나라치킨공주 전주혁신도시점,전라북도 전주시 덕진구 오공로 33-14,전라북도 전주시 덕진구 중동 776-3,35.8372587,127.0594931,063-237-4907,,일반음식점,"전라북도 전주시에 가신다면 ""피자나라치킨공주(전주혁신도시점)""에 방문해보세요~",신규
879144,형제수산,전라북도 전주시 덕진구 가리내8길 10,전라북도 전주시 덕진구 덕진동2가 671-9,35.8435938,127.1108206,063-271-8812,,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""형제수산""에 가보시는 건 어떨까요? 배달 가능한 매장입니다.",신규
879105,닥치고 떡볶이 전주덕진구점,전라북도 전주시 덕진구 동부대로 1077,전라북도 전주시 덕진구 송천동2가 166-1,35.8691201,127.1292654,,,휴게음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""닥치고 떡볶이(전주덕진구점)""를 추천합니다!",신규
879062,양푼집플러스,전라북도 전주시 덕진구 쪽구름1길 12,전라북도 전주시 덕진구 여의동2가 688-1,35.8727871,127.0771559,063-213-9998,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""양푼집플러스""를 추천합니다!",신규
878955,빽다방 전주에코시티점,전라북도 전주시 덕진구 세병로 22,전라북도 전주시 덕진구 송천동2가 1326-4,35.8743375,127.1275497,063-275-5632,,휴게음식점,"전라북도 전주시에서 식당을 찾으신다면? ""빽다방(전주에코시티점)""을 방문해보세요! 배달 가능한 매장입니다.",신규
878941,카페청연,전라북도 전주시 완산구 고사평7길 13-6,전라북도 전주시 완산구 서신동 1015-4,35.8374909,127.1086546,,,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""카페청연""을 추천합니다!",신규
878371,달리는커피 전주서신점,전라북도 전주시 완산구 서신로 35,전라북도 전주시 완산구 서신동 831-3,35.8285514,127.1156045,063-278-5351,,휴게음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""달리는커피(전주서신점)""에 가보시는 건 어떨까요?",신규
878171,아이언스푼,전라북도 전주시 완산구 중인1길 124,전라북도 전주시 완산구 중인동 544-15,35.7672584,127.0949444,063-222-0521,,일반음식점,"전라북도 전주시에 가신다면 ""아이언스푼""에 방문해보세요~",신규
878155,효자동키친 전주점,전라북도 전주시 완산구 후곡길 11-8,전라북도 전주시 완산구 효자동2가 1309-9,35.8099173,127.0954181,063-223-7199,,일반음식점,"""효자동키친(전주점)""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 배달 가능한 매장입니다.",신규
878075,설빙 전주에코시티점,전라북도 전주시 덕진구 세병로 174-9,전라북도 전주시 덕진구 송천동2가 1299-6,35.8793843,127.1336303,063-252-7505,,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""설빙(전주에코시티점)""을 추천합니다!",신규
881545,국수사랑전사랑,전라북도 전주시 덕진구 송천로 25,전라북도 전주시 덕진구 송천동1가 348-2,35.8555443,127.11876,063-272-5292,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""국수사랑전사랑""을 추천합니다. 배달 가능한 매장입니다. 무선 인터넷이 있는 매장입니다.",신규
881771,이마트24전주공단점,전라북도 전주시 덕진구 신행로 50,전라북도 전주시 덕진구 팔복동3가 189-6,35.8494157,127.0932939,,,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""이마트24전주공단점""을 추천합니다.",신규
881822,장가네고깃집,전라북도 전주시 덕진구 가리내5길 2,전라북도 전주시 덕진구 덕진동2가 662-5,35.8461499,127.1114365,070-4001-1021,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""장가네고깃집""을 방문해보세요!",신규
882019,비비큐 효자점,전라북도 전주시 완산구 용머리로 142-13,전라북도 전주시 완산구 효자동1가 199-4 주소망교회,35.8052069,127.1259988,,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""비비큐(효자점)""를 방문해보세요!",신규
883471,임떡 곱창떡볶이 전북대점,전라북도 전주시 덕진구 조경단로 42-1,전라북도 전주시 덕진구 금암동 526-37,35.8380541,127.1380693,070-8779-9720,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""임떡 곱창떡볶이(전북대점)""를 방문해보세요! 무선 인터넷이 있는 매장입니다.",신규
883443,딜리버리,전라북도 전주시 완산구 효동3길 23,전라북도 전주시 완산구 효자동1가 104-23 전주새삶교회,35.804509,127.1294108,,,일반음식점,"전라북도 전주시에 가신다면 ""딜리버리""에 방문해보세요~",신규
883362,쏘울,전라북도 전주시 덕진구 진버들6길 8-10,전라북도 전주시 덕진구 우아동2가 863-6,35.8365558,127.167905,,,일반음식점,"전라북도 전주시에 가신다면 ""쏘울""에 방문해보세요~",신규
883263,카페베네 팔복점,전라북도 전주시 덕진구 팔복1길 21,전라북도 전주시 덕진구 팔복동2가 137-39,35.8486737,127.1050426,063-717-0872,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""카페베네(팔복점)""를 방문해보세요! 주차공간, 무선 인터넷이 있는 매장입니다.",신규
883205,오시롬,전라북도 전주시 덕진구 행치길 24-104,전라북도 전주시 덕진구 우아동1가 953-6,35.8311174,127.1778594,,,휴게음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""오시롬""을 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 무선 인터넷이 있는 매장입니다.",신규
883190,나육회,전라북도 전주시 완산구 중산8길 16-3,전라북도 전주시 완산구 중화산동2가 597-9,35.8175534,127.1220486,063-223-2565,,일반음식점,"전라북도 전주시에 가신다면 ""나육회""에 방문해보세요~",신규
883132,카페화목,전라북도 전주시 완산구 성지산로 62,전라북도 전주시 완산구 삼천동1가 585,35.8020091,127.1243013,02-258-3698,,휴게음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""카페화목""을 추천합니다!",신규
883085,수다,전라북도 전주시 완산구 따박골2길 5,전라북도 전주시 완산구 중화산동2가 544-1,35.811407,127.1247774,,,휴게음식점,"""수다""는 전라북도 전주시에 있습니다.",신규
883030,성찬우동,전라북도 전주시 덕진구 기지로 77,전라북도 전주시 덕진구 장동 1111,35.8390606,127.0605142,063-236-7299,,일반음식점,"전라북도 전주시에 가신다면 ""성찬우동""에 방문해보세요~ 남녀 화장실이 구분되어 있는 매장입니다. 배달 가능한 매장입니다. 주차공간, 무선 인터넷이 있는 매장입니다.",신규
882861,임떡 곱창떡볶이 전주송천점,전라북도 전주시 덕진구 송천2길 30,전라북도 전주시 덕진구 송천동1가 472-5,35.8594814,127.1181193,063-278-0189,,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""임떡 곱창떡볶이(전주송천점)""를 추천합니다!",신규
882837,비비큐전주덕진점,전라북도 전주시 덕진구 기린대로 499,전라북도 전주시 덕진구 덕진동1가 1401-20,35.8436166,127.1232738,,,일반음식점,"""비비큐전주덕진점""은 전라북도 전주시에 있습니다.",신규
882797,아무튼커피,전라북도 전주시 완산구 용호로 111,전라북도 전주시 완산구 효자동3가 1730-2,35.813026,127.0968469,,,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""아무튼커피""를 추천합니다. 배달 가능한 매장입니다. 무선 인터넷이 있는 매장입니다.",신규
882795,비비파스타,전라북도 전주시 완산구 효자로 161,전라북도 전주시 완산구 효자동3가 1693-5,35.819445,127.1025861,070-4268-4366,,일반음식점,"""비비파스타""를 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 배달 가능한 매장입니다.",신규
878034,왓커피 서곡점,전라북도 전주시 완산구 세내로 558,전라북도 전주시 완산구 효자동3가 1452-2,35.8346744,127.0984524,,,일반음식점,"""왓커피(서곡점)""는 전라북도 전주시에 있습니다. 배달 가능한 매장입니다. 주차공간, 무선 인터넷이 있는 매장입니다.",신규
882788,배달공주 중화서신점,전라북도 전주시 완산구 서신천변13길 14-9,전라북도 전주시 완산구 서신동 798-5,35.8311179,127.1124588,,,일반음식점,"""배달공주(중화서신점)""는 전라북도 전주시에 있습니다.",신규
882640,채선당도시락앤샐러드전주혁신도시점,전라북도 전주시 덕진구 만성중앙로 51,전라북도 전주시 덕진구 만성동 1373-3,35.8428672,127.0774045,,,휴게음식점,"전라북도 전주시에 가신다면 ""채선당도시락앤샐러드전주혁신도시점""에 방문해보세요~",신규
882636,전주지역자활센터우렁각시,전라북도 전주시 완산구 장승배기로 164-2,전라북도 전주시 완산구 평화동1가 636-1,35.7946295,127.1308547,,,일반음식점,"전라북도 전주시에 가신다면 ""전주지역자활센터우렁각시""에 방문해보세요~",신규
882631,수제핫도그,전라북도 전주시 덕진구 붓내3길 27,전라북도 전주시 덕진구 송천동2가 1273,35.8668498,127.1244504,,,휴게음식점,"전라북도 전주시에 가신다면 ""수제핫도그""에 방문해보세요~",신규
882567,나영맛집,전라북도 전주시 덕진구 서가재미3길 5-4,전라북도 전주시 덕진구 인후동1가 820-2,35.8330758,127.158615,,,일반음식점,"""나영맛집""은 전라북도 전주시에 있습니다.",신규
882469,달달케이크,전라북도 전주시 완산구 따박골6길 39,전라북도 전주시 완산구 중화산동2가 550-2,35.8101498,127.1282092,063-224-7236,,제과점영업,"전라북도 전주시에서 식당을 찾으신다면? ""달달케이크""를 방문해보세요!",신규
882414,무이사회,전라북도 전주시 덕진구 수곡길 22-5,전라북도 전주시 덕진구 금상동 1285-12,35.8429313,127.1846863,,,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""무이사회""를 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 무선 인터넷이 있는 매장입니다.",신규
882393,정담한끼,전라북도 전주시 완산구 척동4길 15-4,전라북도 전주시 완산구 효자동3가 1642-28,35.8224993,127.101639,063-224-0020,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""정담한끼""를 방문해보세요! 배달 가능한 매장입니다.",신규
882112,황금물결해물아구찜,전라북도 전주시 완산구 중화산로 17,전라북도 전주시 완산구 효자동1가 599-2,35.8118679,127.1181285,063-226-6220,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""황금물결해물아구찜""을 추천합니다! 배달 가능한 매장입니다.",신규
882098,진담덮밥엔소바,전라북도 전주시 완산구 효자로 161,전라북도 전주시 완산구 효자동3가 1693-5,35.819445,127.1025861,,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""진담덮밥엔소바""를 방문해보세요!",신규
882096,족앤도리,전라북도 전주시 완산구 효자로 161,전라북도 전주시 완산구 효자동3가 1693-5,35.819445,127.1025861,,,일반음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""족앤도리""를 추천합니다!",신규
882092,유어재즈(Yoo`re Jazz),,전라북도 전주시 완산구 서신천변9,0,0,,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""유어재즈(Yoo`re Jazz)""를 추천합니다.",신규
882078,서나푸드컴퍼니,전라북도 전주시 완산구 솟대2길 4-1,전라북도 전주시 완산구 삼천동1가 668-9,35.7954012,127.1255225,,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""서나푸드컴퍼니""를 추천합니다!",신규
882044,카페아치,전라북도 전주시 완산구 전라감영로 23,전라북도 전주시 완산구 다가동1가 55-3,35.8148169,127.1419793,063-231-5600,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""카페아치""를 추천합니다!",신규
882641,청춘이즈백,전라북도 전주시 완산구 장승배기로 397,전라북도 전주시 완산구 동서학동 256-11,35.8060905,127.152244,,,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""청춘이즈백""에 가보시는 건 어떨까요?",신규
878017,대박간식,전라북도 전주시 덕진구 건산로 252,전라북도 전주시 덕진구 인후동1가 846-5,35.8346759,127.1647179,,,휴게음식점,"""대박간식""은 전라북도 전주시에 있습니다.",신규
877984,엑시트피자 평화점,전라북도 전주시 완산구 평화18길 19,전라북도 전주시 완산구 평화동1가 727-1,35.7948108,127.1344695,063-222-0199,,휴게음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""엑시트피자(평화점)""를 추천합니다!",신규
877704,우리할매떡볶이 효자점,전라북도 전주시 완산구 호암로 67,전라북도 전주시 완산구 효자동2가 1317-5,35.8091146,127.1021109,063-227-7889,,휴게음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""우리할매떡볶이(효자점)""를 추천합니다. 배달 가능한 매장입니다. 주차공간이 있는 매장입니다.",신규
874843,어썸그린,전라북도 전주시 완산구 당산로 27,전라북도 전주시 완산구 서신동 763-1 신일아파트,35.8323382,127.1114399,,,휴게음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""어썸그린""을 추천합니다!",신규
874627,카페라이더 효자점,전라북도 전주시 완산구 홍산1길 7,전라북도 전주시 완산구 효자동2가 1157-4,35.8141875,127.108357,,,일반음식점,"전라북도 전주시에 가신다면 ""카페라이더(효자점)""에 방문해보세요~ 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 무선 인터넷이 있는 매장입니다.",신규
874500,팔당원조칼제비보쌈 전주신시가지점,전라북도 전주시 완산구 홍산북로 19,전라북도 전주시 완산구 효자동2가 1230-6,35.8176066,127.1039636,063-226-8774,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""팔당원조칼제비보쌈(전주신시가지점)""을 추천합니다. 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 무선 인터넷이 있는 매장입니다.",신규
874363,당모치,전라북도 전주시 덕진구 안덕원로 250,전라북도 전주시 덕진구 인후동1가 772-7,35.8362775,127.1542373,063-243-0318,,일반음식점,"""당모치""를 전라북도 전주시의 가 볼 만한 식당으로 추천합니다!",신규
873764,활어웨이,전라북도 전주시 덕진구 쪽구름로 23,전라북도 전주시 덕진구 여의동 669,35.8677911,127.0781569,063-212-8222,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""활어웨이""를 추천합니다!",신규
873531,단골때리는집,전라북도 전주시 덕진구 숲정이로 26,전라북도 전주시 덕진구 진북동 1144-23,35.8320229,127.1305771,,,일반음식점,"""단골때리는집""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다!",신규
873437,짬뽕으로 통하다,전라북도 전주시 덕진구 무삼지4길 29,전라북도 전주시 덕진구 인후동1가 909-5,35.8264992,127.1635297,063-244-9807,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""짬뽕으로 통하다""를 추천합니다. 배달 가능한 매장입니다.",신규
873352,둥과점,전라북도 전주시 덕진구 정언신로 148,전라북도 전주시 덕진구 우아동2가 903-9,35.8304758,127.1698948,063-245-2289,,휴게음식점,"전라북도 전주시에서 식당을 찾으신다면? ""둥과점""을 방문해보세요! 배달 가능한 매장입니다.",신규
873345,굼,전라북도 전주시 덕진구 천마산로 122,전라북도 전주시 덕진구 송천동1가 23-2,35.8647915,127.1345804,,,휴게음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""굼""을 추천합니다!",신규
873285,명랑부대찌개 인후점,전라북도 전주시 덕진구 팽나무4길 5,전라북도 전주시 덕진구 인후동1가 783-14,35.8361176,127.1545159,063-245-8858,,일반음식점,"전라북도 전주시에 가신다면 ""명랑부대찌개(인후점)""에 방문해보세요~ 배달 가능한 매장입니다.",신규
873119,카페루앤비 전주팔복점,전라북도 전주시 덕진구 운암로 35-4,전라북도 전주시 덕진구 팔복동2가 832-9,35.8608005,127.0879795,063-903-0270,,일반음식점,"""카페루앤비(전주팔복점)""를 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 주차공간이 있는 매장입니다.",신규
873111,육희당,전라북도 전주시 덕진구 운암로 35-4,전라북도 전주시 덕진구 팔복동2가 832-9,35.8608005,127.0879795,,,일반음식점,"""육희당""은 전라북도 전주시에 있습니다.",신규
872924,삼천,전라북도 전주시 완산구 성지산로 29,전라북도 전주시 완산구 삼천동1가 573-6,35.8003721,127.1215182,,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""삼천""을 추천합니다.",신규
874863,카페체리,전라북도 전주시 덕진구 기린대로 396,전라북도 전주시 덕진구 금암동 470-5,35.8375318,127.132882,063-715-3353,,일반음식점,"""카페체리""를 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 남녀 화장실이 구분되어 있는 매장입니다. 무선 인터넷이 있는 매장입니다.",신규
872785,낙곱새끝판왕 효자점,전라북도 전주시 완산구 강변로 220-16,전라북도 전주시 완산구 효자동1가 364-3,35.8102218,127.1137636,063-221-2733,,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""낙곱새끝판왕(효자점)""에 가보시는 건 어떨까요? 배달 가능한 매장입니다.",신규
872477,전설낙곱새 인후점,전라북도 전주시 덕진구 명주5길 37-3,전라북도 전주시 덕진구 인후동2가 1581-11,35.8429517,127.1518566,063-247-8484,,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 전라북도 전주시 맛집, ""전설낙곱새(인후점)""를 추천합니다! 배달 가능한 매장입니다.",신규
872051,밥풀꽃김밥,전라북도 전주시 덕진구 솔내8길 22,전라북도 전주시 덕진구 송천동1가 115-17,35.8609309,127.1237744,063-278-7279,,일반음식점,"""밥풀꽃김밥""을 전라북도 전주시의 가 볼 만한 식당으로 추천합니다! 배달 가능한 매장입니다.",신규
871949,스시아마루,전라북도 전주시 완산구 홍산북로 46-21,전라북도 전주시 완산구 효자동3가 1533-3,35.8167438,127.1073622,063-224-2229,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""스시아마루""를 방문해보세요! 남녀 화장실이 구분되어 있는 매장입니다. 주차공간, 무선 인터넷이 있는 매장입니다.",신규
871921,호키토키,전라북도 전주시 완산구 후곡길 23-7,전라북도 전주시 완산구 효자동2가 1309-12,35.8103837,127.0952478,063-237-3032,,일반음식점,"전라북도 전주시에서 식당을 찾으신다면? ""호키토키""를 방문해보세요! 주차공간이 있는 매장입니다.",신규
871902,주당의민족,전라북도 전주시 덕진구 붓내3길 18,전라북도 전주시 덕진구 송천동2가 245-1,35.8664183,127.1232812,063-273-1975,,일반음식점,"""주당의민족""은 전라북도 전주시에 있습니다.",신규
871533,하솜식당,전라북도 전주시 완산구 메너머1길 14-15,전라북도 전주시 완산구 중화산동2가 568-6,35.8214429,127.120673,063-223-5525,,일반음식점,"전라북도 전주시에 가신다면 ""하솜식당""에 방문해보세요~",신규
871529,크라우드피씨 삼천점,전라북도 전주시 완산구 강변로 68,전라북도 전주시 완산구 삼천동1가 286-1,35.7976249,127.1101383,,,휴게음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""크라우드피씨(삼천점)""에 가보시는 건 어떨까요?",신규
871180,푸드테라피,전라북도 전주시 완산구 향교길 12,전라북도 전주시 완산구 전동 240,35.811618,127.150169,,,휴게음식점,"무엇을 먹을지 고민되신다고요? 전라북도 전주시에 계시다면 ""푸드테라피""를 추천합니다!",신규
871044,야미푸드,전라북도 전주시 완산구 배학4길 36-4,전라북도 전주시 완산구 효자동3가 1687-3,35.8205332,127.099807,,,휴게음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""야미푸드""를 추천합니다!",신규
871020,돼지게티 효자점,전라북도 전주시 완산구 용머리로 29-13,전라북도 전주시 완산구 효자동1가 414,35.806995,127.1134692,070-4488-3378,,일반음식점,"전라북도 전주시에서 어디를 갈지 고민이라면! ""돼지게티(효자점)""에 가보시는 건 어떨까요? 배달 가능한 매장입니다.",신규
870886,일팔카츠,전라북도 전주시 완산구 우전1길 49-3,전라북도 전주시 완산구 효자동2가 1332-2,35.8080109,127.1055226,063-909-3136,,일반음식점,"""일팔카츠""는 전라북도 전주시에 있습니다. 배달 가능한 매장입니다.",신규
870882,에이치컴퍼니,전라북도 전주시 덕진구 만성로 19,전라북도 전주시 덕진구 만성동 1176-2,35.8339114,127.0706284,,,일반음식점,"전라북도 전주시에서 맛집을 찾으신다면 ""에이치컴퍼니""를 추천합니다.",신규
971502,일미리 금계찜닭 효자효천점,전라북도 전주시 완산구 후곡길 23-27,전라북도 전주시 완산구 효자동2가 1305-15,35.8101047,127.0946642,063-222-8299,,일반음식점,"전라북도 전주시에서 가 볼 만한 식당을 찾으신다면? ""일미리 금계찜닭(효자효천점)""을 추천합니다! 배달 가능한 매장입니다. 무선 인터넷이 있는 매장입니다.",신규
